"","hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"18841","Resort Hotel",0,0,2015,"December",49,1,0,2,1,0,0,"BB","GBR","Direct","Direct",1,0,0,"A","A",1,"No Deposit","NULL","NULL",0,"Transient",38,0,0,"Check-Out","2015-12-03"
"18853","Resort Hotel",0,0,2015,"December",49,1,0,1,1,0,0,"BB","RUS","Direct","Direct",1,0,0,"A","A",1,"No Deposit","NULL","NULL",0,"Transient",38,0,2,"Check-Out","2015-12-02"
"18855","Resort Hotel",1,168,2016,"May",21,17,2,5,2,0,0,"HB","PRT","Online TA","TA/TO",1,1,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",118,0,0,"Canceled","2015-12-01"
"18857","Resort Hotel",0,1,2016,"January",3,13,0,2,1,0,0,"BB","PRT","Online TA","TA/TO",1,0,1,"D","D",1,"No Deposit","NULL","331",0,"Transient",38,0,0,"Check-Out","2016-01-15"
"18858","Resort Hotel",0,1,2016,"April",17,20,0,1,1,0,0,"BB","PRT","Online TA","TA/TO",1,0,2,"D","E",2,"No Deposit","NULL","331",0,"Transient",53,0,0,"Check-Out","2016-04-21"
"18889","Resort Hotel",0,5,2017,"May",21,22,1,0,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,1,"A","C",0,"No Deposit","96","NULL",0,"Group",60,0,0,"Check-Out","2017-05-23"
"18895","Resort Hotel",0,0,2016,"April",17,18,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","NULL","135",0,"Transient",42,1,0,"Check-Out","2016-04-19"
"18896","Resort Hotel",0,24,2016,"May",19,2,1,5,2,2,0,"BB","FRA","Online TA","TA/TO",1,0,2,"G","G",1,"No Deposit","240","NULL",0,"Transient",147,1,1,"Check-Out","2016-05-08"
"18900","Resort Hotel",0,0,2016,"January",2,7,0,1,2,0,0,"BB","PRT","Direct","Direct",1,0,1,"A","F",0,"No Deposit","110","NULL",0,"Transient",38,0,0,"Check-Out","2016-01-08"
"18901","Resort Hotel",0,0,2016,"January",3,13,0,2,2,0,0,"BB","PRT","Direct","Direct",1,0,2,"A","F",1,"No Deposit","NULL","110",0,"Transient",38,0,0,"Check-Out","2016-01-15"
"18911","Resort Hotel",0,2,2016,"February",8,19,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",1,0,1,"A","D",0,"No Deposit","240","NULL",0,"Transient",8,0,1,"Check-Out","2016-02-21"
"18912","Resort Hotel",0,1,2016,"March",12,15,0,3,2,0,0,"BB","PRT","Online TA","TA/TO",1,0,2,"A","D",0,"No Deposit","240","NULL",0,"Transient",48,0,1,"Check-Out","2016-03-18"
"18913","Resort Hotel",0,1,2017,"January",1,2,1,2,2,0,0,"BB","PRT","Online TA","TA/TO",1,0,3,"A","A",0,"No Deposit","240","NULL",0,"Transient",48,0,1,"Check-Out","2017-01-05"
"18914","Resort Hotel",0,4,2016,"January",2,8,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",1,0,0,"A","D",0,"No Deposit","240","NULL",0,"Transient",48,0,1,"Check-Out","2016-01-10"
"18917","Resort Hotel",0,0,2016,"January",4,20,0,1,1,0,0,"BB","PRT","Direct","Direct",1,0,1,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",35.1,0,0,"Check-Out","2016-01-21"
"18964","Resort Hotel",0,2,2016,"February",6,1,1,1,1,0,0,"BB","PRT","Online TA","TA/TO",1,0,1,"A","D",0,"No Deposit","240","NULL",0,"Transient",39,0,1,"Check-Out","2016-02-03"
"18965","Resort Hotel",0,2,2016,"March",11,7,1,0,1,0,0,"BB","PRT","Online TA","TA/TO",1,0,2,"A","D",0,"No Deposit","240","NULL",0,"Transient",43,0,2,"Check-Out","2016-03-08"
"18966","Resort Hotel",0,1,2016,"April",15,6,0,2,1,0,0,"BB","PRT","Online TA","TA/TO",1,0,3,"A","D",0,"No Deposit","240","NULL",0,"Transient",56,0,1,"Check-Out","2016-04-08"
"18967","Resort Hotel",0,0,2016,"June",26,21,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,4,"A","F",0,"No Deposit","15","NULL",0,"Transient",79,0,1,"Check-Out","2016-06-22"
"18968","Resort Hotel",0,4,2016,"December",51,16,0,1,1,0,0,"BB","PRT","Online TA","TA/TO",1,0,5,"A","D",0,"No Deposit","240","NULL",0,"Group",43,0,1,"Check-Out","2016-12-17"
"18969","Resort Hotel",0,5,2017,"January",2,10,0,2,1,0,0,"BB","PRT","Online TA","TA/TO",1,0,6,"A","D",0,"No Deposit","240","NULL",0,"Transient",43,0,1,"Check-Out","2017-01-12"
"18972","Resort Hotel",0,16,2016,"February",6,4,0,3,2,0,0,"BB","PRT","Online TA","TA/TO",1,0,1,"A","D",0,"No Deposit","240","NULL",0,"Transient",14,1,1,"Check-Out","2016-02-07"
"18978","Resort Hotel",0,0,2015,"December",50,9,0,1,1,0,0,"BB","PRT","Direct","Direct",1,0,1,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",38,0,0,"Check-Out","2015-12-10"
"18979","Resort Hotel",0,0,2016,"January",3,11,1,3,2,0,0,"BB","PRT","Direct","Direct",1,0,2,"A","A",1,"No Deposit","NULL","NULL",0,"Transient",43,0,1,"Check-Out","2016-01-15"
"18996","Resort Hotel",0,2,2016,"March",11,12,2,5,2,0,0,"BB","PRT","Direct","Direct",1,0,1,"E","E",1,"No Deposit","250","NULL",0,"Transient",71.81,1,0,"Check-Out","2016-03-19"
"18997","Resort Hotel",0,3,2016,"May",20,14,0,1,2,0,0,"BB","PRT","Direct","Direct",1,0,2,"F","F",0,"No Deposit","250","NULL",0,"Transient",119,1,0,"Check-Out","2016-05-15"
"18999","Resort Hotel",0,226,2017,"May",19,12,0,2,2,0,0,"HB","PRT","Online TA","TA/TO",1,0,1,"A","A",0,"No Deposit","240","NULL",0,"Transient",82.8,0,1,"Check-Out","2017-05-14"
"19000","Resort Hotel",1,254,2017,"June",23,9,0,2,2,0,0,"HB","PRT","Online TA","TA/TO",1,1,2,"A","A",0,"No Deposit","240","NULL",0,"Transient",108.9,0,1,"Canceled","2017-06-05"
"19038","Resort Hotel",1,26,2016,"January",1,2,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",1,1,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",75,0,3,"Canceled","2015-12-07"
"19039","Resort Hotel",1,26,2016,"January",1,2,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",1,1,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",65,0,2,"Canceled","2015-12-07"
"19046","Resort Hotel",0,1,2015,"December",50,8,0,0,2,0,0,"BB","PRT","Direct","Direct",1,0,0,"A","E",0,"No Deposit","NULL","NULL",0,"Transient",0,1,0,"Check-Out","2015-12-08"
"19047","Resort Hotel",0,0,2016,"January",1,1,0,1,2,0,0,"BB","PRT","Direct","Direct",1,0,1,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",50,1,0,"Check-Out","2016-01-02"
"19048","Resort Hotel",0,0,2016,"January",3,12,0,1,2,0,0,"BB","PRT","Direct","Direct",1,0,2,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",43,1,0,"Check-Out","2016-01-13"
"19049","Resort Hotel",0,0,2016,"January",3,14,0,1,2,0,0,"BB","PRT","Direct","Direct",1,0,3,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",44,1,0,"Check-Out","2016-01-15"
"19050","Resort Hotel",0,1,2016,"January",5,26,0,0,2,0,0,"BB","PRT","Direct","Direct",1,0,4,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",0,1,0,"Check-Out","2016-01-26"
"19051","Resort Hotel",0,0,2016,"February",6,2,0,1,2,0,0,"BB","PRT","Direct","Direct",1,0,5,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",45,1,0,"Check-Out","2016-02-03"
"19052","Resort Hotel",0,0,2016,"February",7,10,0,1,2,0,0,"BB","PRT","Direct","Direct",1,0,6,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",48,1,1,"Check-Out","2016-02-11"
"19053","Resort Hotel",0,0,2016,"February",9,22,1,3,1,0,0,"BB","PRT","Direct","Direct",1,0,7,"A","D",1,"No Deposit","NULL","NULL",0,"Transient",43,1,1,"Check-Out","2016-02-26"
"19122","Resort Hotel",0,0,2015,"December",50,8,0,1,2,0,0,"BB","JPN","Online TA","TA/TO",1,0,0,"G","G",0,"No Deposit","241","NULL",0,"Transient",71.69,1,2,"Check-Out","2015-12-09"
"19135","Resort Hotel",1,193,2016,"June",25,18,4,10,1,0,0,"BB","PRT","Online TA","TA/TO",1,1,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",67.89,0,1,"Canceled","2015-12-08"
"19139","Resort Hotel",0,2,2016,"March",10,3,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","NULL","289",0,"Transient",30,0,0,"Check-Out","2016-03-04"
"19153","Resort Hotel",0,4,2016,"March",12,14,1,2,1,0,0,"BB","PRT","Online TA","TA/TO",1,0,1,"A","A",0,"No Deposit","5","NULL",0,"Transient",34.4,0,0,"Check-Out","2016-03-17"
"19155","Resort Hotel",0,0,2016,"February",9,22,1,1,2,0,0,"BB","PRT","Direct","Direct",1,0,1,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",45,0,0,"Check-Out","2016-02-24"
"19161","Resort Hotel",0,4,2016,"March",12,14,1,1,1,0,0,"BB","PRT","Online TA","TA/TO",1,0,1,"A","A",0,"No Deposit","5","NULL",0,"Group",34.4,0,0,"Check-Out","2016-03-16"
"19163","Resort Hotel",0,1,2016,"April",18,27,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","C",0,"No Deposit","NULL","154",0,"Transient",39,0,0,"Check-Out","2016-04-28"
"19164","Resort Hotel",0,1,2016,"July",30,19,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","A",0,"No Deposit","NULL","154",0,"Transient",115,0,0,"Check-Out","2016-07-20"
"19165","Resort Hotel",0,4,2016,"December",50,6,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","D",1,"No Deposit","NULL","154",0,"Transient",27,0,0,"Check-Out","2016-12-07"
"19177","Resort Hotel",0,10,2016,"April",17,18,1,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","NULL","154",0,"Transient",39,0,0,"Check-Out","2016-04-20"
"19242","Resort Hotel",0,1,2015,"December",50,11,0,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,0,"A","A",0,"No Deposit","NULL","154",0,"Transient",0,0,0,"Check-Out","2015-12-11"
"19244","Resort Hotel",0,0,2015,"December",50,11,0,0,1,0,0,"BB","RUS","Direct","Direct",1,0,0,"A","D",1,"No Deposit","NULL","NULL",0,"Transient",0,0,0,"Check-Out","2015-12-11"
"19246","Resort Hotel",0,1,2016,"January",3,14,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"E","G",0,"No Deposit","NULL","144",0,"Transient",0,1,0,"Check-Out","2016-01-15"
"19247","Resort Hotel",0,9,2016,"May",19,6,1,2,2,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"E","F",0,"No Deposit","NULL","144",0,"Transient",50,1,1,"Check-Out","2016-05-09"
"19249","Resort Hotel",0,1,2016,"January",3,14,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","I",0,"No Deposit","NULL","144",0,"Transient-Party",30,1,0,"Check-Out","2016-01-15"
"19253","Resort Hotel",0,0,2016,"January",3,11,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",38,1,1,"Check-Out","2016-01-12"
"19254","Resort Hotel",0,0,2016,"April",16,11,1,0,2,0,0,"BB","PRT","Direct","Corporate",1,0,2,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",59.4,0,1,"Check-Out","2016-04-12"
"19256","Resort Hotel",1,7,2016,"October",43,17,1,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,1,"A","H",0,"No Deposit","NULL","NULL",0,"Transient",46,0,0,"No-Show","2016-10-17"
"19266","Resort Hotel",1,13,2015,"December",52,24,0,1,2,0,0,"HB","PRT","Online TA","TA/TO",1,1,0,"E","E",1,"No Deposit","240","NULL",0,"Transient",105,0,0,"Canceled","2015-12-11"
"19279","Resort Hotel",0,0,2016,"January",2,6,0,3,2,0,0,"BB","PRT","Direct","Direct",1,0,1,"A","D",0,"No Deposit","314","NULL",0,"Transient",29,0,0,"Check-Out","2016-01-09"
"19308","Resort Hotel",0,69,2016,"December",52,23,0,2,2,2,0,"HB","PRT","Online TA","TA/TO",1,0,1,"G","G",0,"No Deposit","240","NULL",0,"Transient-Party",136,0,1,"Check-Out","2016-12-25"
"19315","Resort Hotel",0,63,2016,"November",47,18,0,2,2,0,0,"BB","PRT","Direct","TA/TO",1,0,1,"A","A",1,"No Deposit","250","NULL",0,"Transient",37,0,0,"Check-Out","2016-11-20"
"19325","Resort Hotel",0,0,2015,"December",51,14,0,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,0,"D","D",0,"No Deposit","NULL","195",0,"Transient",0,0,0,"Check-Out","2015-12-14"
"19326","Resort Hotel",0,0,2016,"February",9,22,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","195","NULL",0,"Transient",30,0,0,"Check-Out","2016-02-23"
"19337","Resort Hotel",1,1,2015,"December",51,15,0,4,1,0,0,"BB","PRT","Online TA","TA/TO",1,1,0,"A","D",0,"No Deposit","240","NULL",0,"Transient",34,0,0,"Canceled","2015-12-14"
"19342","Resort Hotel",0,0,2016,"February",9,22,1,0,1,0,0,"HB","PRT","Offline TA/TO","TA/TO",1,0,1,"A","D",1,"No Deposit","NULL","NULL",0,"Group",61,1,0,"Check-Out","2016-02-23"
"19349","Resort Hotel",1,2,2015,"December",51,17,0,1,1,0,0,"BB","PRT","Direct","Direct",1,1,0,"A","A",0,"No Deposit","NULL","356",0,"Transient",38,0,0,"Canceled","2015-12-15"
"19351","Resort Hotel",0,1,2015,"December",51,16,0,0,1,0,0,"BB","PRT","Online TA","TA/TO",1,0,0,"A","D",0,"No Deposit","240","NULL",0,"Transient",0,0,1,"Check-Out","2015-12-16"
"19355","Resort Hotel",0,1,2016,"December",51,13,0,2,1,0,0,"BB","PRT","Online TA","TA/TO",1,0,1,"A","A",0,"No Deposit","240","NULL",0,"Transient",43,0,1,"Check-Out","2016-12-15"
"19358","Resort Hotel",0,1,2016,"January",3,13,0,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","NULL","355",0,"Transient",0,0,0,"Check-Out","2016-01-13"
"19359","Resort Hotel",0,0,2016,"January",5,28,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","D",0,"No Deposit","355","NULL",0,"Transient",30,0,0,"Check-Out","2016-01-29"
"19360","Resort Hotel",0,0,2016,"March",14,30,0,1,2,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","A",0,"No Deposit","NULL","355",0,"Transient",50,0,0,"Check-Out","2016-03-31"
"19361","Resort Hotel",0,5,2016,"June",26,20,1,0,2,0,0,"BB","PRT","Corporate","Corporate",1,0,4,"A","C",0,"No Deposit","NULL","355",0,"Transient",65,0,0,"Check-Out","2016-06-21"
"19380","Resort Hotel",0,1,2016,"February",6,3,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",39,0,1,"Check-Out","2016-02-04"
"19381","Resort Hotel",0,0,2016,"April",16,13,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","E",0,"No Deposit","NULL","399",0,"Transient",56,0,1,"Check-Out","2016-04-14"
"19382","Resort Hotel",0,1,2016,"May",20,10,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","A",0,"No Deposit","NULL","399",0,"Transient",56,0,1,"Check-Out","2016-05-11"
"19383","Resort Hotel",0,2,2017,"June",26,28,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,4,"A","A",0,"No Deposit","NULL","399",0,"Transient",75,0,1,"Check-Out","2017-06-30"
"19389","Resort Hotel",0,0,2016,"April",15,7,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","31",0,"Transient",45,1,0,"Check-Out","2016-04-08"
"19394","Resort Hotel",0,0,2017,"February",8,22,0,1,1,0,0,"BB","PRT","Online TA","TA/TO",1,0,1,"A","A",0,"No Deposit","314","NULL",0,"Transient",48,0,0,"Check-Out","2017-02-23"
"19404","Resort Hotel",0,0,2017,"January",3,18,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","NULL","144",0,"Transient",35,0,0,"Check-Out","2017-01-19"
"19407","Resort Hotel",0,0,2016,"January",2,4,1,3,1,0,0,"HB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","110",0,"Transient-Party",40,0,1,"Check-Out","2016-01-08"
"19409","Resort Hotel",0,0,2016,"January",2,4,1,3,1,0,0,"HB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","110",0,"Transient-Party",40,0,1,"Check-Out","2016-01-08"
"19412","Resort Hotel",0,0,2016,"March",11,11,0,2,2,0,0,"BB","PRT","Direct","Direct",1,0,1,"D","F",0,"No Deposit","NULL","NULL",0,"Transient",71,1,1,"Check-Out","2016-03-13"
"19435","Resort Hotel",0,3,2016,"December",51,17,0,1,1,0,0,"BB","PRT","Direct","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",35,0,1,"Check-Out","2016-12-18"
"19440","Resort Hotel",0,3,2016,"December",51,17,0,1,2,0,0,"BB","PRT","Direct","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",39,0,1,"Check-Out","2016-12-18"
"19442","Resort Hotel",0,3,2016,"December",51,17,0,1,2,0,0,"BB","PRT","Direct","Corporate",1,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",39,0,1,"Check-Out","2016-12-18"
"19482","Resort Hotel",0,0,2016,"March",11,8,0,2,1,0,0,"BB","PRT","Direct","Direct",1,0,1,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",40,0,0,"Check-Out","2016-03-10"
"19483","Resort Hotel",0,0,2016,"October",44,26,0,1,1,0,0,"BB","PRT","Direct","Direct",1,0,2,"A","E",0,"No Deposit","NULL","NULL",0,"Transient",50,0,0,"Check-Out","2016-10-27"
"19486","Resort Hotel",0,128,2016,"December",51,17,2,2,2,0,0,"BB","PRT","Online TA","TA/TO",1,0,1,"A","A",0,"No Deposit","240","NULL",0,"Transient",37.8,0,3,"Check-Out","2016-12-21"
"19493","Resort Hotel",0,6,2016,"December",53,27,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","94","NULL",0,"Transient",27,0,0,"Check-Out","2016-12-28"
"19494","Resort Hotel",0,3,2017,"June",23,5,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","A",0,"No Deposit","NULL","94",0,"Group",75,1,0,"Check-Out","2017-06-06"
"19505","Resort Hotel",0,0,2015,"December",52,24,0,0,2,0,0,"BB","PRT","Online TA","TA/TO",1,0,0,"A","I",0,"No Deposit","241","NULL",0,"Transient",0,0,1,"Check-Out","2015-12-24"
"19522","Resort Hotel",0,297,2016,"December",52,23,1,2,2,0,0,"HB","PRT","Direct","Direct",1,0,0,"E","E",2,"No Deposit","NULL","NULL",0,"Transient-Party",60.87,0,3,"Check-Out","2016-12-26"
"19559","Resort Hotel",0,3,2016,"January",3,14,3,8,1,0,0,"BB","PRT","Direct","Direct",1,0,1,"D","E",5,"No Deposit","NULL","NULL",0,"Transient",38,0,0,"Check-Out","2016-01-25"
"19560","Resort Hotel",0,1,2016,"November",47,17,2,7,2,0,0,"BB","PRT","Direct","Direct",1,0,2,"A","E",1,"No Deposit","NULL","NULL",0,"Transient",59.33,0,0,"Check-Out","2016-11-26"
"19561","Resort Hotel",0,0,2016,"December",50,8,0,3,2,0,0,"BB","PRT","Direct","Direct",1,0,3,"E","E",2,"No Deposit","NULL","NULL",0,"Transient",62.2,0,0,"Check-Out","2016-12-11"
"19562","Resort Hotel",0,7,2017,"January",4,26,2,8,2,0,0,"BB","PRT","Direct","Direct",1,0,4,"E","E",2,"No Deposit","NULL","NULL",0,"Transient",58,0,3,"Check-Out","2017-02-05"
"19570","Resort Hotel",1,16,2016,"April",17,20,1,4,1,0,0,"BB","PRT","Direct","TA/TO",1,1,1,"E","E",1,"No Deposit","NULL","NULL",0,"Transient",89.1,0,0,"Canceled","2016-04-19"
"19594","Resort Hotel",0,0,2015,"December",53,28,0,0,2,0,0,"BB","PRT","Direct","Direct",1,0,0,"F","F",0,"No Deposit","NULL","NULL",0,"Transient",0,0,0,"Check-Out","2015-12-28"
"19639","Resort Hotel",0,0,2016,"March",12,16,0,1,2,0,0,"BB","CHN","Online TA","TA/TO",1,0,1,"D","D",0,"No Deposit","240","NULL",0,"Transient",58,0,0,"Check-Out","2016-03-17"
"19672","Resort Hotel",0,0,2016,"November",48,25,0,2,2,0,0,"BB","PRT","Online TA","Direct",1,0,1,"E","E",0,"No Deposit","240","NULL",0,"Transient",63,0,0,"Check-Out","2016-11-27"
"19686","Resort Hotel",0,0,2016,"May",19,7,0,1,2,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"D","D",0,"No Deposit","NULL","113",0,"Transient",90.6,1,1,"Check-Out","2016-05-08"
"19689","Resort Hotel",0,0,2015,"December",53,31,0,3,2,2,0,"BB","PRT","Direct","Direct",1,0,0,"H","H",1,"No Deposit","NULL","NULL",0,"Transient",139.33,1,0,"Check-Out","2016-01-03"
"19693","Resort Hotel",1,67,2016,"December",53,31,0,1,2,0,0,"BB","BEL","Direct","Direct",1,1,1,"A","A",1,"No Deposit","NULL","NULL",0,"Transient",300,0,2,"Canceled","2016-12-27"
"19702","Resort Hotel",0,10,2017,"May",20,20,2,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,1,"A","A",0,"No Deposit","3","NULL",0,"Transient",61.6,0,1,"Check-Out","2017-05-25"
"19714","Resort Hotel",0,201,2017,"April",16,21,2,5,2,0,0,"BB","GBR","Online TA","TA/TO",1,0,1,"F","F",0,"No Deposit","241","NULL",0,"Transient",71.3,0,1,"Check-Out","2017-04-28"
"19727","Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",1,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",305,0,1,"Check-Out","2017-01-01"
"19729","Resort Hotel",0,31,2016,"December",53,30,0,2,1,0,0,"HB","PRT","Groups","Direct",1,0,1,"A","A",3,"No Deposit","NULL","NULL",0,"Transient-Party",222.5,0,0,"Check-Out","2017-01-01"
"19736","Resort Hotel",0,6,2017,"February",7,12,2,0,2,0,0,"BB","PRT","Online TA","Direct",1,0,1,"E","E",1,"No Deposit","240","NULL",0,"Transient",74,0,1,"Check-Out","2017-02-14"
"19739","Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",1,0,1,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",305,0,1,"Check-Out","2017-01-01"
"19742","Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",1,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",305,0,1,"Check-Out","2017-01-01"
"19749","Resort Hotel",0,0,2017,"April",14,3,1,0,1,0,0,"BB","PRT","Direct","Direct",1,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",68,0,0,"Check-Out","2017-04-04"
"19756","Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Groups","Direct",1,0,1,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",305,0,1,"Check-Out","2017-01-01"
"19761","Resort Hotel",0,105,2016,"December",52,23,3,7,2,0,0,"HB","PRT","Direct","TA/TO",1,0,0,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",128.7,1,1,"Check-Out","2017-01-02"
"19764","Resort Hotel",0,12,2016,"October",40,1,2,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,1,"E","E",1,"No Deposit","181","NULL",1,"Transient",108.4,1,0,"Check-Out","2016-10-06"
"19765","Resort Hotel",0,116,2017,"June",22,3,2,5,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,2,"E","E",0,"No Deposit","181","NULL",0,"Transient",123,1,2,"Check-Out","2017-06-10"
"19767","Resort Hotel",0,13,2017,"January",2,14,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",1,0,1,"A","D",0,"No Deposit","240","NULL",0,"Transient",55,1,4,"Check-Out","2017-01-15"
"19768","Resort Hotel",0,17,2017,"February",9,26,1,0,2,0,0,"BB","PRT","Online TA","TA/TO",1,0,2,"A","A",0,"No Deposit","240","NULL",0,"Transient",48,1,4,"Check-Out","2017-02-27"
"19780","Resort Hotel",0,11,2016,"December",53,27,0,1,2,0,0,"HB","PRT","Online TA","Direct",1,0,0,"D","D",0,"No Deposit","240","NULL",0,"Group",109,1,3,"Check-Out","2016-12-28"
"19784","Resort Hotel",0,16,2017,"June",26,30,1,2,2,1,0,"BB","PRT","Online TA","Direct",1,0,1,"C","C",1,"No Deposit","240","NULL",0,"Transient",193.33,0,1,"Check-Out","2017-07-03"
"19798","Resort Hotel",0,11,2016,"December",53,27,0,1,2,0,0,"HB","PRT","Online TA","Direct",1,0,1,"D","D",0,"No Deposit","240","NULL",0,"Group",103,0,2,"Check-Out","2016-12-28"
"19807","Resort Hotel",0,70,2016,"December",53,28,0,4,2,0,0,"BB","PRT","Complementary","Direct",1,0,1,"E","E",1,"No Deposit","NULL","NULL",0,"Transient",0,0,2,"Check-Out","2017-01-01"
"19812","Resort Hotel",0,0,2016,"January",2,4,0,0,2,0,0,"BB","PRT","Online TA","TA/TO",1,0,0,"D","A",0,"No Deposit","240","NULL",0,"Transient",0,0,1,"Check-Out","2016-01-04"
"19826","Resort Hotel",0,0,2016,"January",2,5,0,0,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,0,"D","A",0,"No Deposit","314","NULL",0,"Transient",0,0,0,"Check-Out","2016-01-05"
"19855","Resort Hotel",0,2,2016,"February",8,17,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","159","NULL",0,"Transient",25,0,0,"Check-Out","2016-02-18"
"19859","Resort Hotel",0,0,2016,"January",2,6,0,4,2,0,0,"BB","ITA","Online TA","TA/TO",1,0,0,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",44.8,0,0,"Check-Out","2016-01-10"
"19881","Resort Hotel",0,0,2016,"January",3,11,1,2,1,0,0,"BB","PRT","Direct","Direct",1,0,0,"A","D",1,"No Deposit","NULL","NULL",0,"Transient",38,0,0,"Check-Out","2016-01-14"
"19883","Resort Hotel",0,0,2016,"January",3,11,1,2,1,0,0,"BB","PRT","Corporate","Direct",1,0,1,"A","D",1,"No Deposit","NULL","NULL",0,"Transient",38,0,0,"Check-Out","2016-01-14"
